State,Measures,Year,Values
Maine,Highway vehicle-miles traveled (millions),2020,13086.41725
Maine,Vehicles,2020,1121106
Maine,Licensed drivers,2020,1047893
Maine,Transit Ridership,2022,5110283
Maine,Highway use of gasoline (thousand gallons),2022,571868
Maine,Highway vehicle-miles traveled (millions),2022,14651.08971
Maine,Vehicles,2022,1294286
Maine,Licensed drivers,2022,1060461
Maine,Transit Ridership,2018,7236427
Maine,Highway Fatalities,2018,136
Maine,Highway use of gasoline (thousand gallons),2018,593253
Maine,Highway vehicle-miles traveled (millions),2018,14783.55489
Maine,Vehicles,2018,1125588
Maine,Licensed drivers,2018,1040582
Maine,Transit Ridership,2019,7828416
Maine,Highway Fatalities,2019,157
Maine,Highway use of gasoline (thousand gallons),2019,593253
Maine,Highway vehicle-miles traveled (millions),2019,14871.46816
Maine,Vehicles,2019,1130055.585
Maine,Licensed drivers,2019,1046129
Maine,Person miles (millions),2017,39812
Maine,Person trips (millions),2017,3694
Maine,Persons traveling (thousands),2017,3222
Maine,Transit Ridership,2017,7127306
Maine,Highway Fatalities,2017,173
Maine,Highway use of gasoline (thousand gallons),2017,597724
Maine,Highway vehicle-miles traveled (millions),2017,14738.11789
Maine,Vehicles,2017,1094388
Maine,Licensed drivers,2017,1032703
Maine,Transit Ridership,2010,5927843
Maine,Highway Fatalities,2010,161
Maine,Highway use of gasoline (thousand gallons),2010,654826
Maine,Highway vehicle-miles traveled (millions),2010,14549.3831
Maine,Vehicles,2010,1053840
Maine,Licensed drivers,2010,1019738
Maine,Transit Ridership,2011,5579521
Maine,Highway Fatalities,2011,136
Maine,Highway use of gasoline (thousand gallons),2011,654010
Maine,Highway vehicle-miles traveled (millions),2011,14248.22904
Maine,Vehicles,2011,1171280
Maine,Licensed drivers,2011,1014826
Maine,Transit Ridership,2016,6914913
Maine,Highway Fatalities,2016,160
Maine,Highway use of gasoline (thousand gallons),2016,742407
Maine,Highway vehicle-miles traveled (millions),2016,14838
Maine,Vehicles,2016,1107674
Maine,Licensed drivers,2016,1021332
Maine,Transit Ridership,2012,6372973
Maine,Highway Fatalities,2012,164
Maine,Highway use of gasoline (thousand gallons),2012,632819
Maine,Highway vehicle-miles traveled (millions),2012,14198.8263
Maine,Vehicles,2012,1180090
Maine,Licensed drivers,2012,1008190
Maine,Transit Ridership,2015,6623035
Maine,Highway Fatalities,2015,156
Maine,Highway use of gasoline (thousand gallons),2015,721666
Maine,Highway vehicle-miles traveled (millions),2015,14629.43917
Maine,Vehicles,2015,1104001
Maine,Licensed drivers,2015,1019879
Maine,Transit Ridership,2013,6387018
Maine,Highway Fatalities,2013,144
Maine,Highway use of gasoline (thousand gallons),2013,715904
Maine,Highway vehicle-miles traveled (millions),2013,14129.25004
Maine,Vehicles,2013,1199130
Maine,Licensed drivers,2013,1011385
Maine,Transit Ridership,2014,6409414
Maine,Highway Fatalities,2014,131
Maine,Highway use of gasoline (thousand gallons),2014,771730
Maine,Highway vehicle-miles traveled (millions),2014,14301.4973
Maine,Vehicles,2014,1194660
Maine,Licensed drivers,2014,1018918
Maryland,Transit Ridership,2021,57380727
Maryland,Highway use of gasoline (thousand gallons),2021,2364826
Maryland,Highway vehicle-miles traveled (millions),2021,56601.20181
Maryland,Vehicles,2021,4910674
Maryland,Licensed drivers,2021,4439757
Maryland,Transit Ridership,2020,103280586
Maryland,Highway Fatalities,2020,567
Maryland,Highway use of gasoline (thousand gallons),2020,2054135
Maryland,Highway vehicle-miles traveled (millions),2020,50885.12383
Maryland,Vehicles,2020,4211377
Maryland,Licensed drivers,2020,4454266
Maryland,Transit Ridership,2022,71329471
Maryland,Highway use of gasoline (thousand gallons),2022,2144064
Maryland,Highway vehicle-miles traveled (millions),2022,56745.83
Maryland,Vehicles,2022,4919054
Maryland,Licensed drivers,2022,4398839
Maryland,Transit Ridership,2018,131368005
Maryland,Highway Fatalities,2018,512
Maryland,Highway use of gasoline (thousand gallons),2018,2587123
Maryland,Highway vehicle-miles traveled (millions),2018,59775.43547
Maryland,Vehicles,2018,4204846
Maryland,Licensed drivers,2018,4407973
Maryland,Transit Ridership,2019,126746346
Maryland,Highway Fatalities,2019,535
Maryland,Highway use of gasoline (thousand gallons),2019,2602302
Maryland,Highway vehicle-miles traveled (millions),2019,60215.89374
Maryland,Vehicles,2019,4203993.693
Maryland,Licensed drivers,2019,4463862
Maryland,Person miles (millions),2017,173182
Maryland,Person trips (millions),2017,13652
Maryland,Persons traveling (thousands),2017,11300
Maryland,Transit Ridership,2017,141019619
Maryland,Highway Fatalities,2017,558
Maryland,Highway use of gasoline (thousand gallons),2017,2599399
Maryland,Highway vehicle-miles traveled (millions),2017,60044.56432
Maryland,Vehicles,2017,4357598
Maryland,Licensed drivers,2017,4329503
Maryland,Transit Ridership,2010,147275965
Maryland,Highway Fatalities,2010,496
Maryland,Highway use of gasoline (thousand gallons),2010,2621571
Maryland,Highway vehicle-miles traveled (millions),2010,56125.52196
Maryland,Vehicles,2010,4557010
Maryland,Licensed drivers,2010,3918305
Maryland,Transit Ridership,2011,149859254
Maryland,Highway Fatalities,2011,485
Maryland,Highway use of gasoline (thousand gallons),2011,2602742
Maryland,Highway vehicle-miles traveled (millions),2011,56220.50652
Maryland,Vehicles,2011,3905630
Maryland,Licensed drivers,2011,3856604
Maryland,Transit Ridership,2016,150764578
Maryland,Highway Fatalities,2016,522
Maryland,Highway use of gasoline (thousand gallons),2016,2630070
Maryland,Highway vehicle-miles traveled (millions),2016,59137
Maryland,Vehicles,2016,4178873
Maryland,Licensed drivers,2016,4264875
Maryland,Transit Ridership,2012,152887648
Maryland,Highway Fatalities,2012,511
Maryland,Highway use of gasoline (thousand gallons),2012,2657326
Maryland,Highway vehicle-miles traveled (millions),2012,56475.58826
Maryland,Vehicles,2012,3982730
Maryland,Licensed drivers,2012,4102154
Maryland,Transit Ridership,2015,154507328
Maryland,Highway Fatalities,2015,520
Maryland,Highway use of gasoline (thousand gallons),2015,2711766
Maryland,Highway vehicle-miles traveled (millions),2015,57515.82372
Maryland,Vehicles,2015,4135158
Maryland,Licensed drivers,2015,4185752
Maryland,Transit Ridership,2013,146983051
Maryland,Highway Fatalities,2013,465
Maryland,Highway use of gasoline (thousand gallons),2013,2744629
Maryland,Highway vehicle-miles traveled (millions),2013,56687.63974
Maryland,Vehicles,2013,3833530
Maryland,Licensed drivers,2013,4140105
Maryland,Transit Ridership,2014,153058482
Maryland,Highway Fatalities,2014,442
Maryland,Highway use of gasoline (thousand gallons),2014,2715452
Maryland,Highway vehicle-miles traveled (millions),2014,56431.74512
Maryland,Vehicles,2014,4052090
Maryland,Licensed drivers,2014,4142997
Massachusetts,Transit Ridership,2021,139206769
Massachusetts,Highway use of gasoline (thousand gallons),2021,2378583
Massachusetts,Highway vehicle-miles traveled (millions),2021,59114.98426
Massachusetts,Vehicles,2021,5207052
Massachusetts,Licensed drivers,2021,4899931
Massachusetts,Transit Ridership,2020,304388667
Massachusetts,Highway Fatalities,2020,343
Massachusetts,Highway use of gasoline (thousand gallons),2020,2109170
Massachusetts,Highway vehicle-miles traveled (millions),2020,54126.82558
Massachusetts,Vehicles,2020,5036686
Massachusetts,Licensed drivers,2020,4940373
Massachusetts,Transit Ridership,2022,227309167
Massachusetts,Highway use of gasoline (thousand gallons),2022,2351681
Massachusetts,Highway vehicle-miles traveled (millions),2022,56948.96409
Massachusetts,Vehicles,2022,5184450
Massachusetts,Licensed drivers,2022,4889069
Massachusetts,Transit Ridership,2018,407072512
Massachusetts,Highway Fatalities,2018,355
Massachusetts,Highway use of gasoline (thousand gallons),2018,2685219
Massachusetts,Highway vehicle-miles traveled (millions),2018,66771.98073
Massachusetts,Vehicles,2018,5061499
Massachusetts,Licensed drivers,2018,4935176
Massachusetts,Transit Ridership,2019,400985819
Massachusetts,Highway Fatalities,2019,336
Massachusetts,Highway use of gasoline (thousand gallons),2019,2658600
Massachusetts,Highway vehicle-miles traveled (millions),2019,64889.78224
Massachusetts,Vehicles,2019,5061259.745
Massachusetts,Licensed drivers,2019,4950056
Massachusetts,Person miles (millions),2017,141132
Massachusetts,Person trips (millions),2017,16792
Massachusetts,Persons traveling (thousands),2017,12382
Massachusetts,Transit Ridership,2017,418503137
Massachusetts,Highway Fatalities,2017,347
Massachusetts,Highway use of gasoline (thousand gallons),2017,2666514
Massachusetts,Highway vehicle-miles traveled (millions),2017,62660.41137
Massachusetts,Vehicles,2017,5065221
Massachusetts,Licensed drivers,2017,4935176
Massachusetts,Transit Ridership,2010,384466221
Massachusetts,Highway Fatalities,2010,347
Massachusetts,Highway use of gasoline (thousand gallons),2010,2733501
Massachusetts,Highway vehicle-miles traveled (millions),2010,54361.98633
Massachusetts,Vehicles,2010,5333920
Massachusetts,Licensed drivers,2010,4592500
Massachusetts,Transit Ridership,2011,409862443
Massachusetts,Highway Fatalities,2011,374
Massachusetts,Highway use of gasoline (thousand gallons),2011,2725178
Massachusetts,Highway vehicle-miles traveled (millions),2011,54791.71248
Massachusetts,Vehicles,2011,5695330
Massachusetts,Licensed drivers,2011,4683322.97
Massachusetts,Transit Ridership,2016,442544449
Massachusetts,Highway Fatalities,2016,387
Massachusetts,Highway use of gasoline (thousand gallons),2016,2715141
Massachusetts,Highway vehicle-miles traveled (millions),2016,61825
Massachusetts,Vehicles,2016,5069559
Massachusetts,Licensed drivers,2016,5040662
Massachusetts,Transit Ridership,2012,432663180
Massachusetts,Highway Fatalities,2012,383
Massachusetts,Highway use of gasoline (thousand gallons),2012,2726824
Massachusetts,Highway vehicle-miles traveled (millions),2012,55939.71675
Massachusetts,Vehicles,2012,4949860
Massachusetts,Licensed drivers,2012,4733936
Massachusetts,Transit Ridership,2015,443713425
Massachusetts,Highway Fatalities,2015,344
Massachusetts,Highway use of gasoline (thousand gallons),2015,2669169
Massachusetts,Highway vehicle-miles traveled (millions),2015,59257.48057
Massachusetts,Vehicles,2015,5069601
Massachusetts,Licensed drivers,2015,5040662
Massachusetts,Transit Ridership,2013,426331015
Massachusetts,Highway Fatalities,2013,351
Massachusetts,Highway use of gasoline (thousand gallons),2013,2682202
Massachusetts,Highway vehicle-miles traveled (millions),2013,56311.17282
Massachusetts,Vehicles,2013,4985450
Massachusetts,Licensed drivers,2013,4765586
Massachusetts,Transit Ridership,2014,441385933
Massachusetts,Highway Fatalities,2014,354
Massachusetts,Highway use of gasoline (thousand gallons),2014,2707913
Massachusetts,Highway vehicle-miles traveled (millions),2014,57552.34578
Massachusetts,Vehicles,2014,4994440
Massachusetts,Licensed drivers,2014,4765586
Michigan,Transit Ridership,2021,32613396
Michigan,Highway use of gasoline (thousand gallons),2021,4057935
Michigan,Highway vehicle-miles traveled (millions),2021,96744.48614
Michigan,Vehicles,2021,9556452
Michigan,Licensed drivers,2021,7982471
Michigan,Transit Ridership,2020,64759481
Michigan,Highway Fatalities,2020,1084
Michigan,Highway use of gasoline (thousand gallons),2020,3705704
Michigan,Highway vehicle-miles traveled (millions),2020,86546.99493
Michigan,Vehicles,2020,8453239
Michigan,Licensed drivers,2020,7026650
Michigan,Transit Ridership,2022,45081259
Michigan,Highway use of gasoline (thousand gallons),2022,3974732
Michigan,Highway vehicle-miles traveled (millions),2022,95900.79387
Michigan,Vehicles,2022,9403708
Michigan,Licensed drivers,2022,7776994
Michigan,Transit Ridership,2018,92282709
Michigan,Highway Fatalities,2018,977
Michigan,Highway use of gasoline (thousand gallons),2018,4412120
Michigan,Highway vehicle-miles traveled (millions),2018,102397.5575
Michigan,Vehicles,2018,8386831
Michigan,Licensed drivers,2018,7153645
Michigan,Transit Ridership,2019,91436056
Michigan,Highway Fatalities,2019,986
Michigan,Highway use of gasoline (thousand gallons),2019,4381530
Michigan,Highway vehicle-miles traveled (millions),2019,102173.7175
Michigan,Vehicles,2019,8440064.861
Michigan,Licensed drivers,2019,7141494
Michigan,Person miles (millions),2017,246196
Michigan,Person trips (millions),2017,22946
Michigan,Persons traveling (thousands),2017,18520
Michigan,Transit Ridership,2017,93726105
Michigan,Highway Fatalities,2017,1031
Michigan,Highway use of gasoline (thousand gallons),2017,4396083
Michigan,Highway vehicle-miles traveled (millions),2017,101757.1987
Michigan,Vehicles,2017,8518097
Michigan,Licensed drivers,2017,7095778
Michigan,Transit Ridership,2010,101902403
Michigan,Highway Fatalities,2010,942
Michigan,Highway use of gasoline (thousand gallons),2010,4426295
Michigan,Highway vehicle-miles traveled (millions),2010,97567.36027
Michigan,Vehicles,2010,9286070
Michigan,Licensed drivers,2010,7083107
Michigan,Transit Ridership,2011,104673849
Michigan,Highway Fatalities,2011,889
Michigan,Highway use of gasoline (thousand gallons),2011,4358852
Michigan,Highway vehicle-miles traveled (millions),2011,94754.26973
Michigan,Vehicles,2011,9182850
Michigan,Licensed drivers,2011,7059509
Michigan,Transit Ridership,2016,95636259
Michigan,Highway Fatalities,2016,1065
Michigan,Highway use of gasoline (thousand gallons),2016,4449726
Michigan,Highway vehicle-miles traveled (millions),2016,99433
Michigan,Vehicles,2016,8332895
Michigan,Licensed drivers,2016,7074674
Michigan,Transit Ridership,2012,104680297
Michigan,Highway Fatalities,2012,940
Michigan,Highway use of gasoline (thousand gallons),2012,4350116
Michigan,Highway vehicle-miles traveled (millions),2012,94547.98654
Michigan,Vehicles,2012,7798430
Michigan,Licensed drivers,2012,7018713
Michigan,Transit Ridership,2015,96126807
Michigan,Highway Fatalities,2015,967
Michigan,Highway use of gasoline (thousand gallons),2015,4352982
Michigan,Highway vehicle-miles traveled (millions),2015,97843.1965
Michigan,Vehicles,2015,8294108
Michigan,Licensed drivers,2015,7104484
Michigan,Transit Ridership,2013,105448426
Michigan,Highway Fatalities,2013,947
Michigan,Highway use of gasoline (thousand gallons),2013,4455916
Michigan,Highway vehicle-miles traveled (millions),2013,95131.56498
Michigan,Vehicles,2013,8192370
Michigan,Licensed drivers,2013,6986587
Michigan,Transit Ridership,2014,98815470
Michigan,Highway Fatalities,2014,901
Michigan,Highway use of gasoline (thousand gallons),2014,4448249
Michigan,Highway vehicle-miles traveled (millions),2014,97384.02233
Michigan,Vehicles,2014,8126340
Michigan,Licensed drivers,2014,7046433
Minnesota,Transit Ridership,2021,43086233
Minnesota,Highway use of gasoline (thousand gallons),2021,2195047
Minnesota,Highway vehicle-miles traveled (millions),2021,57171.10937
Minnesota,Vehicles,2021,5511960
Minnesota,Licensed drivers,2021,4143272
Minnesota,Transit Ridership,2020,50119221
Minnesota,Highway Fatalities,2020,394
Minnesota,Highway use of gasoline (thousand gallons),2020,2069451
Minnesota,Highway vehicle-miles traveled (millions),2020,51619.44114
Minnesota,Vehicles,2020,5690749
Minnesota,Licensed drivers,2020,4090264
Minnesota,Transit Ridership,2022,52936669
Minnesota,Highway use of gasoline (thousand gallons),2022,2160050
Minnesota,Highway vehicle-miles traveled (millions),2022,57470.62375
Minnesota,Vehicles,2022,5673333
Minnesota,Licensed drivers,2022,4117786
Minnesota,Transit Ridership,2018,105965702
Minnesota,Highway Fatalities,2018,381
Minnesota,Highway use of gasoline (thousand gallons),2018,2401845
Minnesota,Highway vehicle-miles traveled (millions),2018,60438.31409
Minnesota,Vehicles,2018,5404277
Minnesota,Licensed drivers,2018,3391057
Minnesota,Transit Ridership,2019,103235764
Minnesota,Highway Fatalities,2019,364
Minnesota,Highway use of gasoline (thousand gallons),2019,2411151
Minnesota,Highway vehicle-miles traveled (millions),2019,60730.9811
Minnesota,Vehicles,2019,5425884.596
Minnesota,Licensed drivers,2019,3391057
Minnesota,Person miles (millions),2017,225124
Minnesota,Person trips (millions),2017,14338
Minnesota,Persons traveling (thousands),2017,11630
Minnesota,Transit Ridership,2017,107272499
Minnesota,Highway Fatalities,2017,358
Minnesota,Highway use of gasoline (thousand gallons),2017,2459991
Minnesota,Highway vehicle-miles traveled (millions),2017,59970.85392
Minnesota,Vehicles,2017,5682653
Minnesota,Licensed drivers,2017,3394815
Minnesota,Transit Ridership,2010,103170361
Minnesota,Highway Fatalities,2010,411
Minnesota,Highway use of gasoline (thousand gallons),2010,2452821
Minnesota,Highway vehicle-miles traveled (millions),2010,56631.67446
Minnesota,Vehicles,2010,4847970
Minnesota,Licensed drivers,2010,3281463
Minnesota,Transit Ridership,2011,105978947
Minnesota,Highway Fatalities,2011,368
Minnesota,Highway use of gasoline (thousand gallons),2011,2360340
Minnesota,Highway vehicle-miles traveled (millions),2011,56684.71798
Minnesota,Vehicles,2011,4909630
Minnesota,Licensed drivers,2011,3306139
Minnesota,Transit Ridership,2016,107821690
Minnesota,Highway Fatalities,2016,392
Minnesota,Highway use of gasoline (thousand gallons),2016,2456967
Minnesota,Highway vehicle-miles traveled (millions),2016,59029
Minnesota,Vehicles,2016,5358317
Minnesota,Licensed drivers,2016,3377910
Minnesota,Transit Ridership,2012,105853579
Minnesota,Highway Fatalities,2012,395
Minnesota,Highway use of gasoline (thousand gallons),2012,2429561
