State,Measures,Year,Values
Pennsylvania,Highway vehicle-miles traveled (millions),2022,99912.31056
Pennsylvania,Vehicles,2022,10868829
Pennsylvania,Licensed drivers,2022,9124262
Pennsylvania,Transit Ridership,2018,421614787
Pennsylvania,Highway Fatalities,2018,1190
Pennsylvania,Highway use of gasoline (thousand gallons),2018,4619623
Pennsylvania,Highway vehicle-miles traveled (millions),2018,102109.4468
Pennsylvania,Vehicles,2018,10727715
Pennsylvania,Licensed drivers,2018,8991370
Pennsylvania,Transit Ridership,2019,410542989
Pennsylvania,Highway Fatalities,2019,1059
Pennsylvania,Highway use of gasoline (thousand gallons),2019,4679656
Pennsylvania,Highway vehicle-miles traveled (millions),2019,102863.5098
Pennsylvania,Vehicles,2019,10800315.35
Pennsylvania,Licensed drivers,2019,8987676
Pennsylvania,Person miles (millions),2017,276426
Pennsylvania,Person trips (millions),2017,27622
Pennsylvania,Persons traveling (thousands),2017,23164
Pennsylvania,Transit Ridership,2017,427726165
Pennsylvania,Highway Fatalities,2017,1137
Pennsylvania,Highway use of gasoline (thousand gallons),2017,4765273
Pennsylvania,Highway vehicle-miles traveled (millions),2017,101614.0539
Pennsylvania,Vehicles,2017,10689206
Pennsylvania,Licensed drivers,2017,8964855
Pennsylvania,Transit Ridership,2010,453868183
Pennsylvania,Highway Fatalities,2010,1324
Pennsylvania,Highway use of gasoline (thousand gallons),2010,5021446
Pennsylvania,Highway vehicle-miles traveled (millions),2010,100328.7123
Pennsylvania,Vehicles,2010,9990940
Pennsylvania,Licensed drivers,2010,8737162
Pennsylvania,Transit Ridership,2011,466333833
Pennsylvania,Highway Fatalities,2011,1286
Pennsylvania,Highway use of gasoline (thousand gallons),2011,4973428
Pennsylvania,Highway vehicle-miles traveled (millions),2011,99204.17877
Pennsylvania,Vehicles,2011,10302980
Pennsylvania,Licensed drivers,2011,8796774
Pennsylvania,Transit Ridership,2016,460434218
Pennsylvania,Highway Fatalities,2016,1188
Pennsylvania,Highway use of gasoline (thousand gallons),2016,4728554
Pennsylvania,Highway vehicle-miles traveled (millions),2016,101362
Pennsylvania,Vehicles,2016,10748822
Pennsylvania,Licensed drivers,2016,8996815
Pennsylvania,Transit Ridership,2012,472578141
Pennsylvania,Highway Fatalities,2012,1310
Pennsylvania,Highway use of gasoline (thousand gallons),2012,4896324
Pennsylvania,Highway vehicle-miles traveled (millions),2012,98884.38578
Pennsylvania,Vehicles,2012,10471410
Pennsylvania,Licensed drivers,2012,8842587
Pennsylvania,Transit Ridership,2015,451690829
Pennsylvania,Highway Fatalities,2015,1200
Pennsylvania,Highway use of gasoline (thousand gallons),2015,4641448
Pennsylvania,Highway vehicle-miles traveled (millions),2015,100945.0602
Pennsylvania,Vehicles,2015,10598694
Pennsylvania,Licensed drivers,2015,8942967
Pennsylvania,Transit Ridership,2013,464206248
Pennsylvania,Highway Fatalities,2013,1210
Pennsylvania,Highway use of gasoline (thousand gallons),2013,4867977
Pennsylvania,Highway vehicle-miles traveled (millions),2013,98627.97611
Pennsylvania,Vehicles,2013,10461110
Pennsylvania,Licensed drivers,2013,8896590
Pennsylvania,Transit Ridership,2014,454353794
Pennsylvania,Highway Fatalities,2014,1195
Pennsylvania,Highway use of gasoline (thousand gallons),2014,4940851
Pennsylvania,Highway vehicle-miles traveled (millions),2014,99881.53756
Pennsylvania,Vehicles,2014,10504760
Pennsylvania,Licensed drivers,2014,8915641
Puerto Rico,Transit Ridership,2021,8413804
Puerto Rico,Highway vehicle-miles traveled (millions),2021,13869.22283
Puerto Rico,Transit Ridership,2020,18733385
Puerto Rico,Highway Fatalities,2020,242
Puerto Rico,Highway vehicle-miles traveled (millions),2020,13761.61111
Puerto Rico,Transit Ridership,2022,10916268
Puerto Rico,Highway vehicle-miles traveled (millions),2022,14928.55127
Puerto Rico,Transit Ridership,2018,25464240
Puerto Rico,Highway Fatalities,2018,308
Puerto Rico,Highway vehicle-miles traveled (millions),2018,15020.11585
Puerto Rico,Transit Ridership,2019,29839346
Puerto Rico,Highway Fatalities,2019,289
Puerto Rico,Highway vehicle-miles traveled (millions),2019,14710.02161
Puerto Rico,Transit Ridership,2017,36338631
Puerto Rico,Highway Fatalities,2017,290
Puerto Rico,Highway vehicle-miles traveled (millions),2017,15010.47781
Puerto Rico,Transit Ridership,2010,67621284
Puerto Rico,Highway Fatalities,2010,340
Puerto Rico,Highway vehicle-miles traveled (millions),2010,18588.355
Puerto Rico,Transit Ridership,2011,63116787
Puerto Rico,Highway Fatalities,2011,361
Puerto Rico,Highway vehicle-miles traveled (millions),2011,18588.355
Puerto Rico,Transit Ridership,2016,43397290
Puerto Rico,Highway Fatalities,2016,279
Puerto Rico,Highway vehicle-miles traveled (millions),2016,14564
Puerto Rico,Transit Ridership,2012,60533716
Puerto Rico,Highway Fatalities,2012,366
Puerto Rico,Highway vehicle-miles traveled (millions),2012,18588.355
Puerto Rico,Transit Ridership,2015,51134174
Puerto Rico,Highway Fatalities,2015,310
Puerto Rico,Highway vehicle-miles traveled (millions),2015,14564.42564
Puerto Rico,Transit Ridership,2013,57399224
Puerto Rico,Highway Fatalities,2013,344
Puerto Rico,Highway vehicle-miles traveled (millions),2013,18588.355
Puerto Rico,Transit Ridership,2014,56546541
Puerto Rico,Highway Fatalities,2014,304
Puerto Rico,Highway vehicle-miles traveled (millions),2014,14564.42565
Rhode Island,Transit Ridership,2021,7985997
Rhode Island,Highway use of gasoline (thousand gallons),2021,331956
Rhode Island,Highway vehicle-miles traveled (millions),2021,7526.31208
Rhode Island,Vehicles,2021,801654
Rhode Island,Licensed drivers,2021,754507
Rhode Island,Transit Ridership,2020,13497837
Rhode Island,Highway Fatalities,2020,67
Rhode Island,Highway use of gasoline (thousand gallons),2020,304203
Rhode Island,Highway vehicle-miles traveled (millions),2020,6864.09328
Rhode Island,Vehicles,2020,866625
Rhode Island,Licensed drivers,2020,731715
Rhode Island,Transit Ridership,2022,9716502
Rhode Island,Highway use of gasoline (thousand gallons),2022,336774
Rhode Island,Highway vehicle-miles traveled (millions),2022,7530.61975
Rhode Island,Vehicles,2022,806142
Rhode Island,Licensed drivers,2022,760414
Rhode Island,Transit Ridership,2018,16760311
Rhode Island,Highway Fatalities,2018,59
Rhode Island,Highway use of gasoline (thousand gallons),2018,370134
Rhode Island,Highway vehicle-miles traveled (millions),2018,8008.582207
Rhode Island,Vehicles,2018,872344
Rhode Island,Licensed drivers,2018,756966
Rhode Island,Transit Ridership,2019,16474282
Rhode Island,Highway Fatalities,2019,57
Rhode Island,Highway use of gasoline (thousand gallons),2019,366451
Rhode Island,Highway vehicle-miles traveled (millions),2019,7580.832258
Rhode Island,Vehicles,2019,868941.7594
Rhode Island,Licensed drivers,2019,761046
Rhode Island,Person miles (millions),2017,20070
Rhode Island,Person trips (millions),2017,2596
Rhode Island,Persons traveling (thousands),2017,2090
Rhode Island,Transit Ridership,2017,16645751
Rhode Island,Highway Fatalities,2017,84
Rhode Island,Highway use of gasoline (thousand gallons),2017,353657
Rhode Island,Highway vehicle-miles traveled (millions),2017,8000.980444
Rhode Island,Vehicles,2017,872814
Rhode Island,Licensed drivers,2017,753202
Rhode Island,Transit Ridership,2010,20160863
Rhode Island,Highway Fatalities,2010,67
Rhode Island,Highway use of gasoline (thousand gallons),2010,383501
Rhode Island,Highway vehicle-miles traveled (millions),2010,8280.220439
Rhode Island,Vehicles,2010,782438
Rhode Island,Licensed drivers,2010,747875
Rhode Island,Transit Ridership,2011,20105354
Rhode Island,Highway Fatalities,2011,66
Rhode Island,Highway use of gasoline (thousand gallons),2011,364057
Rhode Island,Highway vehicle-miles traveled (millions),2011,7901.42839
Rhode Island,Vehicles,2011,918823
Rhode Island,Licensed drivers,2011,749706
Rhode Island,Transit Ridership,2016,18186734
Rhode Island,Highway Fatalities,2016,51
Rhode Island,Highway use of gasoline (thousand gallons),2016,354875
Rhode Island,Highway vehicle-miles traveled (millions),2016,7927
Rhode Island,Vehicles,2016,876228
Rhode Island,Licensed drivers,2016,753143
Rhode Island,Transit Ridership,2012,20469227
Rhode Island,Highway Fatalities,2012,64
Rhode Island,Highway use of gasoline (thousand gallons),2012,354491
Rhode Island,Highway vehicle-miles traveled (millions),2012,7806.872883
Rhode Island,Vehicles,2012,854359
Rhode Island,Licensed drivers,2012,749706
Rhode Island,Transit Ridership,2015,18476860
Rhode Island,Highway Fatalities,2015,45
Rhode Island,Highway use of gasoline (thousand gallons),2015,359531
Rhode Island,Highway vehicle-miles traveled (millions),2015,7832.561416
Rhode Island,Vehicles,2015,875097
Rhode Island,Licensed drivers,2015,745470
Rhode Island,Transit Ridership,2013,20483300
Rhode Island,Highway Fatalities,2013,65
Rhode Island,Highway use of gasoline (thousand gallons),2013,352265
Rhode Island,Highway vehicle-miles traveled (millions),2013,7775.124822
Rhode Island,Vehicles,2013,853152
Rhode Island,Licensed drivers,2013,749232
Rhode Island,Transit Ridership,2014,20448492
Rhode Island,Highway Fatalities,2014,51
Rhode Island,Highway use of gasoline (thousand gallons),2014,366174
Rhode Island,Highway vehicle-miles traveled (millions),2014,7676.978023
Rhode Island,Vehicles,2014,864762
Rhode Island,Licensed drivers,2014,748337
South Carolina,Transit Ridership,2021,7015853
South Carolina,Highway use of gasoline (thousand gallons),2021,2567636
South Carolina,Highway vehicle-miles traveled (millions),2021,57491.95488
South Carolina,Vehicles,2021,5091679
South Carolina,Licensed drivers,2021,3990909
South Carolina,Transit Ridership,2020,8440975
South Carolina,Highway Fatalities,2020,1064
South Carolina,Highway use of gasoline (thousand gallons),2020,2343003
South Carolina,Highway vehicle-miles traveled (millions),2020,53972.05201
South Carolina,Vehicles,2020,4561299
South Carolina,Licensed drivers,2020,3905911
South Carolina,Transit Ridership,2022,7439257
South Carolina,Highway use of gasoline (thousand gallons),2022,2545270
South Carolina,Highway vehicle-miles traveled (millions),2022,58988.37959
South Carolina,Vehicles,2022,5245829
South Carolina,Licensed drivers,2022,4091650
South Carolina,Transit Ridership,2018,11020045
South Carolina,Highway Fatalities,2018,1036
South Carolina,Highway use of gasoline (thousand gallons),2018,2646947
South Carolina,Highway vehicle-miles traveled (millions),2018,56800.68275
South Carolina,Vehicles,2018,4457519
South Carolina,Licensed drivers,2018,3846069
South Carolina,Transit Ridership,2019,10402057
South Carolina,Highway Fatalities,2019,1006
South Carolina,Highway use of gasoline (thousand gallons),2019,2669735
South Carolina,Highway vehicle-miles traveled (millions),2019,57939.39738
South Carolina,Vehicles,2019,4516142.58
South Carolina,Licensed drivers,2019,3877968
South Carolina,Person miles (millions),2017,129696
South Carolina,Person trips (millions),2017,11230
South Carolina,Persons traveling (thousands),2017,9220
South Carolina,Transit Ridership,2017,11516892
South Carolina,Highway Fatalities,2017,989
South Carolina,Highway use of gasoline (thousand gallons),2017,2697536
South Carolina,Highway vehicle-miles traveled (millions),2017,55497.23573
South Carolina,Vehicles,2017,4404100
South Carolina,Licensed drivers,2017,3810962
South Carolina,Transit Ridership,2010,10860063
South Carolina,Highway Fatalities,2010,809
South Carolina,Highway use of gasoline (thousand gallons),2010,2574404
South Carolina,Highway vehicle-miles traveled (millions),2010,49124.3352
South Carolina,Vehicles,2010,3660880
South Carolina,Licensed drivers,2010,3337247
South Carolina,Transit Ridership,2011,11365578
South Carolina,Highway Fatalities,2011,828
South Carolina,Highway use of gasoline (thousand gallons),2011,2521079
South Carolina,Highway vehicle-miles traveled (millions),2011,48730.17947
South Carolina,Vehicles,2011,3827210
South Carolina,Licensed drivers,2011,3408318
South Carolina,Transit Ridership,2016,11904343
South Carolina,Highway Fatalities,2016,1020
South Carolina,Highway use of gasoline (thousand gallons),2016,2677649
South Carolina,Highway vehicle-miles traveled (millions),2016,54553
South Carolina,Vehicles,2016,4324423
South Carolina,Licensed drivers,2016,3746681
South Carolina,Transit Ridership,2012,12361192
South Carolina,Highway Fatalities,2012,863
South Carolina,Highway use of gasoline (thousand gallons),2012,2575046
South Carolina,Highway vehicle-miles traveled (millions),2012,49036.19029
South Carolina,Vehicles,2012,3896830
South Carolina,Licensed drivers,2012,3455931
South Carolina,Transit Ridership,2015,12681902
South Carolina,Highway Fatalities,2015,979
South Carolina,Highway use of gasoline (thousand gallons),2015,2631987
South Carolina,Highway vehicle-miles traveled (millions),2015,51726.04848
South Carolina,Vehicles,2015,4162651
South Carolina,Licensed drivers,2015,3683824
South Carolina,Transit Ridership,2013,12267737
South Carolina,Highway Fatalities,2013,767
South Carolina,Highway use of gasoline (thousand gallons),2013,2596930
South Carolina,Highway vehicle-miles traveled (millions),2013,48986.25958
South Carolina,Vehicles,2013,3986570
South Carolina,Licensed drivers,2013,3536404
South Carolina,Transit Ridership,2014,12092553
South Carolina,Highway Fatalities,2014,823
South Carolina,Highway use of gasoline (thousand gallons),2014,2644467
South Carolina,Highway vehicle-miles traveled (millions),2014,49931.2691
South Carolina,Vehicles,2014,4017610
South Carolina,Licensed drivers,2014,3617535
South Dakota,Transit Ridership,2021,1632940
South Dakota,Highway use of gasoline (thousand gallons),2021,466715
South Dakota,Highway vehicle-miles traveled (millions),2021,9993.91073
South Dakota,Vehicles,2021,1433044
South Dakota,Licensed drivers,2021,671149
South Dakota,Transit Ridership,2020,1631254
South Dakota,Highway Fatalities,2020,141
South Dakota,Highway use of gasoline (thousand gallons),2020,422257
South Dakota,Highway vehicle-miles traveled (millions),2020,9742.50787
South Dakota,Vehicles,2020,1294282
South Dakota,Licensed drivers,2020,658091
South Dakota,Transit Ridership,2022,1875772
South Dakota,Highway use of gasoline (thousand gallons),2022,452157
South Dakota,Highway vehicle-miles traveled (millions),2022,10169.52888
South Dakota,Vehicles,2022,1364513
South Dakota,Licensed drivers,2022,679711
South Dakota,Transit Ridership,2018,2855525
South Dakota,Highway Fatalities,2018,130
South Dakota,Highway use of gasoline (thousand gallons),2018,445813
South Dakota,Highway vehicle-miles traveled (millions),2018,9719.406133
South Dakota,Vehicles,2018,1269415
South Dakota,Licensed drivers,2018,638428
South Dakota,Transit Ridership,2019,2732941
South Dakota,Highway Fatalities,2019,102
South Dakota,Highway use of gasoline (thousand gallons),2019,435583
South Dakota,Highway vehicle-miles traveled (millions),2019,9922.399544
South Dakota,Vehicles,2019,1280968.587
South Dakota,Licensed drivers,2019,638428
South Dakota,Person miles (millions),2017,25962
South Dakota,Person trips (millions),2017,1924
South Dakota,Persons traveling (thousands),2017,1530
South Dakota,Transit Ridership,2017,2921938
South Dakota,Highway Fatalities,2017,129
South Dakota,Highway use of gasoline (thousand gallons),2017,447820
South Dakota,Highway vehicle-miles traveled (millions),2017,9642.559371
South Dakota,Vehicles,2017,1258356
South Dakota,Licensed drivers,2017,628506
South Dakota,Transit Ridership,2010,2534614
South Dakota,Highway Fatalities,2010,140
South Dakota,Highway use of gasoline (thousand gallons),2010,425682
South Dakota,Highway vehicle-miles traveled (millions),2010,8865.980485
South Dakota,Vehicles,2010,925548
South Dakota,Licensed drivers,2010,602275
South Dakota,Transit Ridership,2011,2721781
South Dakota,Highway Fatalities,2011,111
South Dakota,Highway use of gasoline (thousand gallons),2011,430264
South Dakota,Highway vehicle-miles traveled (millions),2011,9002.048071
South Dakota,Vehicles,2011,995423
South Dakota,Licensed drivers,2011,603258
South Dakota,Transit Ridership,2016,2885357
South Dakota,Highway Fatalities,2016,116
South Dakota,Highway use of gasoline (thousand gallons),2016,453878
South Dakota,Highway vehicle-miles traveled (millions),2016,9507
South Dakota,Vehicles,2016,1246359
South Dakota,Licensed drivers,2016,622663
South Dakota,Transit Ridership,2012,2775242
South Dakota,Highway Fatalities,2012,133
South Dakota,Highway use of gasoline (thousand gallons),2012,438532
South Dakota,Highway vehicle-miles traveled (millions),2012,9113.47146
South Dakota,Vehicles,2012,1003570
South Dakota,Licensed drivers,2012,606779
South Dakota,Transit Ridership,2015,2888813
South Dakota,Highway Fatalities,2015,134
South Dakota,Highway use of gasoline (thousand gallons),2015,435823
South Dakota,Highway vehicle-miles traveled (millions),2015,9324.353332
South Dakota,Vehicles,2015,1082289
South Dakota,Licensed drivers,2015,655707
South Dakota,Transit Ridership,2013,2798732
South Dakota,Highway Fatalities,2013,135
South Dakota,Highway use of gasoline (thousand gallons),2013,424964
South Dakota,Highway vehicle-miles traveled (millions),2013,9121.797359
South Dakota,Vehicles,2013,1015170
South Dakota,Licensed drivers,2013,603643
South Dakota,Transit Ridership,2014,3041976
South Dakota,Highway Fatalities,2014,136
South Dakota,Highway use of gasoline (thousand gallons),2014,454382
South Dakota,Highway vehicle-miles traveled (millions),2014,9225.040605
South Dakota,Vehicles,2014,1032710
South Dakota,Licensed drivers,2014,609908
Tennessee,Transit Ridership,2021,16089056
Tennessee,Highway use of gasoline (thousand gallons),2021,3221978
Tennessee,Highway vehicle-miles traveled (millions),2021,82595.59251
Tennessee,Vehicles,2021,6712722
Tennessee,Licensed drivers,2021,5009697
Tennessee,Transit Ridership,2020,24349295
Tennessee,Highway Fatalities,2020,1217
Tennessee,Highway use of gasoline (thousand gallons),2020,2986014
Tennessee,Highway vehicle-miles traveled (millions),2020,76392.47494
Tennessee,Vehicles,2020,5855373
Tennessee,Licensed drivers,2020,4877268
Tennessee,Transit Ridership,2022,18916166
Tennessee,Highway use of gasoline (thousand gallons),2022,3216461
Tennessee,Highway vehicle-miles traveled (millions),2022,83218.63924
Tennessee,Vehicles,2022,6828011
Tennessee,Licensed drivers,2022,5061288
Tennessee,Transit Ridership,2018,30660379
Tennessee,Highway Fatalities,2018,1040
Tennessee,Highway use of gasoline (thousand gallons),2018,3210705
Tennessee,Highway vehicle-miles traveled (millions),2018,81321.49097
Tennessee,Vehicles,2018,5770874
Tennessee,Licensed drivers,2018,5422429
Tennessee,Transit Ridership,2019,30340977
Tennessee,Highway Fatalities,2019,1136
Tennessee,Highway use of gasoline (thousand gallons),2019,3278392
Tennessee,Highway vehicle-miles traveled (millions),2019,82891.77086
Tennessee,Vehicles,2019,5817886.911
Tennessee,Licensed drivers,2019,5422429
Tennessee,Person miles (millions),2017,189000
Tennessee,Person trips (millions),2017,14848
Tennessee,Persons traveling (thousands),2017,12102
Tennessee,Transit Ridership,2017,31312929
Tennessee,Highway Fatalities,2017,1024
Tennessee,Highway use of gasoline (thousand gallons),2017,3273070
Tennessee,Highway vehicle-miles traveled (millions),2017,82253.26397
Tennessee,Vehicles,2017,5800489
Tennessee,Licensed drivers,2017,5377653
Tennessee,Transit Ridership,2010,31939254
Tennessee,Highway Fatalities,2010,1032
Tennessee,Highway use of gasoline (thousand gallons),2010,3147249
Tennessee,Highway vehicle-miles traveled (millions),2010,70438.82433
Tennessee,Vehicles,2010,5113910
Tennessee,Licensed drivers,2010,4418210
Tennessee,Transit Ridership,2011,31722787
Tennessee,Highway Fatalities,2011,937
Tennessee,Highway use of gasoline (thousand gallons),2011,3127071
Tennessee,Highway vehicle-miles traveled (millions),2011,70751.10387
Tennessee,Vehicles,2011,5302340
Tennessee,Licensed drivers,2011,4543759
Tennessee,Transit Ridership,2016,32521656
Tennessee,Highway Fatalities,2016,1037
Tennessee,Highway use of gasoline (thousand gallons),2016,3262875
Tennessee,Highway vehicle-miles traveled (millions),2016,76884
Tennessee,Vehicles,2016,5709923
Tennessee,Licensed drivers,2016,5197904
Tennessee,Transit Ridership,2012,32501275
Tennessee,Highway Fatalities,2012,1015
Tennessee,Highway use of gasoline (thousand gallons),2012,3074272
Tennessee,Highway vehicle-miles traveled (millions),2012,71166.87119
Tennessee,Vehicles,2012,5392660
Tennessee,Licensed drivers,2012,4573871
Tennessee,Transit Ridership,2015,32738961
Tennessee,Highway Fatalities,2015,962
Tennessee,Highway use of gasoline (thousand gallons),2015,3061397
Tennessee,Highway vehicle-miles traveled (millions),2015,76670.31841
Tennessee,Vehicles,2015,5612123
Tennessee,Licensed drivers,2015,4621401
Tennessee,Transit Ridership,2013,33889602
Tennessee,Highway Fatalities,2013,995
Tennessee,Highway use of gasoline (thousand gallons),2013,3074564
Tennessee,Highway vehicle-miles traveled (millions),2013,71067.04361
Tennessee,Vehicles,2013,5451930
Tennessee,Licensed drivers,2013,4605100
Tennessee,Transit Ridership,2014,31954861
Tennessee,Highway Fatalities,2014,963
Tennessee,Highway use of gasoline (thousand gallons),2014,3225836
Tennessee,Highway vehicle-miles traveled (millions),2014,72335.75425
Tennessee,Vehicles,2014,5495650
Tennessee,Licensed drivers,2014,4613166
Texas,Transit Ridership,2021,143981355
Texas,Highway use of gasoline (thousand gallons),2021,13648586
Texas,Highway vehicle-miles traveled (millions),2021,285027.6613
Texas,Vehicles,2021,23012990
Texas,Licensed drivers,2021,18297900
Texas,Transit Ridership,2020,202145737
Texas,Highway Fatalities,2020,3874
Texas,Highway use of gasoline (thousand gallons),2020,12291098
Texas,Highway vehicle-miles traveled (millions),2020,260581.9555
Texas,Vehicles,2020,22419490
Texas,Licensed drivers,2020,17667039
Texas,Transit Ridership,2022,175582826
Texas,Highway use of gasoline (thousand gallons),2022,13928617
Texas,Highway vehicle-miles traveled (millions),2022,290890.0778
Texas,Vehicles,2022,23291638
Texas,Licensed drivers,2022,18738980
Texas,Transit Ridership,2018,274251536
Texas,Highway Fatalities,2018,3648
Texas,Highway use of gasoline (thousand gallons),2018,14045145
Texas,Highway vehicle-miles traveled (millions),2018,282037.2651
Texas,Vehicles,2018,22186241
Texas,Licensed drivers,2018,17370383
Texas,Transit Ridership,2019,283180940
Texas,Highway Fatalities,2019,3619
Texas,Highway use of gasoline (thousand gallons),2019,14271917
Texas,Highway vehicle-miles traveled (millions),2019,288227.2355
Texas,Vehicles,2019,23007145.81
Texas,Licensed drivers,2019,17822760
Texas,Person miles (millions),2017,708182
Texas,Person trips (millions),2017,60820
Texas,Persons traveling (thousands),2017,50936
Texas,Transit Ridership,2017,275108947
Texas,Highway Fatalities,2017,3732
Texas,Highway use of gasoline (thousand gallons),2017,13796629
Texas,Highway vehicle-miles traveled (millions),2017,272980.907
Texas,Vehicles,2017,22130765
Texas,Licensed drivers,2017,17099340
Texas,Transit Ridership,2010,267859024
Texas,Highway Fatalities,2010,3023
Texas,Highway use of gasoline (thousand gallons),2010,12000186
Texas,Highway vehicle-miles traveled (millions),2010,234015.906
Texas,Vehicles,2010,17193560
Texas,Licensed drivers,2010,15157650
Texas,Transit Ridership,2011,278698172
Texas,Highway Fatalities,2011,3054
Texas,Highway use of gasoline (thousand gallons),2011,11921633
Texas,Highway vehicle-miles traveled (millions),2011,237439.8911
Texas,Vehicles,2011,19617060
Texas,Licensed drivers,2011,15122518
Texas,Transit Ridership,2016,278833066
Texas,Highway Fatalities,2016,3797
Texas,Highway use of gasoline (thousand gallons),2016,13701466
Texas,Highway vehicle-miles traveled (millions),2016,271263
Texas,Vehicles,2016,21766166
Texas,Licensed drivers,2016,15879876
Texas,Transit Ridership,2012,295546106
Texas,Highway Fatalities,2012,3408
Texas,Highway use of gasoline (thousand gallons),2012,12143805
Texas,Highway vehicle-miles traveled (millions),2012,237835.8227
Texas,Vehicles,2012,20238120
Texas,Licensed drivers,2012,15252192
Texas,Transit Ridership,2015,284516320
Texas,Highway Fatalities,2015,3582
Texas,Highway use of gasoline (thousand gallons),2015,13254716
Texas,Highway vehicle-miles traveled (millions),2015,258122.3092
Texas,Vehicles,2015,21864841
Texas,Licensed drivers,2015,15879876
Texas,Transit Ridership,2013,293960284
Texas,Highway Fatalities,2013,3389
Texas,Highway use of gasoline (thousand gallons),2013,12322995
Texas,Highway vehicle-miles traveled (millions),2013,244524.8829
Texas,Vehicles,2013,20171140
Texas,Licensed drivers,2013,15447273
Texas,Transit Ridership,2014,289330455
Texas,Highway Fatalities,2014,3536
Texas,Highway use of gasoline (thousand gallons),2014,13254716
Texas,Highway vehicle-miles traveled (millions),2014,243075.8458
Texas,Vehicles,2014,20877030
Texas,Licensed drivers,2014,15648733
Utah,Transit Ridership,2021,26245173
Utah,Highway use of gasoline (thousand gallons),2021,1166560
Utah,Highway vehicle-miles traveled (millions),2021,33637.94703
Utah,Vehicles,2021,2838505
Utah,Licensed drivers,2021,2207208
Utah,Transit Ridership,2020,27125156
Utah,Highway Fatalities,2020,276
Utah,Highway use of gasoline (thousand gallons),2020,1099325
Utah,Highway vehicle-miles traveled (millions),2020,30251.18348
Utah,Vehicles,2020,2479604
Utah,Licensed drivers,2020,2149766
Utah,Transit Ridership,2022,35175245
Utah,Highway use of gasoline (thousand gallons),2022,1153128
Utah,Highway vehicle-miles traveled (millions),2022,34336.15106
Utah,Vehicles,2022,2876800
Utah,Licensed drivers,2022,2252656
Utah,Transit Ridership,2018,48542680
Utah,Highway Fatalities,2018,260
Utah,Highway use of gasoline (thousand gallons),2018,1141648
Utah,Highway vehicle-miles traveled (millions),2018,32069.28791
Utah,Vehicles,2018,2372800
Utah,Licensed drivers,2018,2030644
Utah,Transit Ridership,2019,49175669
Utah,Highway Fatalities,2019,248
Utah,Highway use of gasoline (thousand gallons),2019,1190445
Utah,Highway vehicle-miles traveled (millions),2019,32910.67512
Utah,Vehicles,2019,2430275.234
Utah,Licensed drivers,2019,2121099
Utah,Person miles (millions),2017,72238
Utah,Person trips (millions),2017,9116
Utah,Persons traveling (thousands),2017,6562
Utah,Transit Ridership,2017,49234433
Utah,Highway Fatalities,2017,273
Utah,Highway use of gasoline (thousand gallons),2017,1144817
Utah,Highway vehicle-miles traveled (millions),2017,31475.02571
Utah,Vehicles,2017,2355773
Utah,Licensed drivers,2017,1995377
Utah,Transit Ridership,2010,42171266
Utah,Highway Fatalities,2010,253
Utah,Highway use of gasoline (thousand gallons),2010,1012192
Utah,Highway vehicle-miles traveled (millions),2010,26585.22215
Utah,Vehicles,2010,2654720
Utah,Licensed drivers,2010,1659835.25
Utah,Transit Ridership,2011,45021007
Utah,Highway Fatalities,2011,243
Utah,Highway use of gasoline (thousand gallons),2011,1053856
Utah,Highway vehicle-miles traveled (millions),2011,26221.62634
Utah,Vehicles,2011,1883410
Utah,Licensed drivers,2011,1747487
Utah,Transit Ridership,2016,49613863
Utah,Highway Fatalities,2016,281
Utah,Highway use of gasoline (thousand gallons),2016,1135463
Utah,Highway vehicle-miles traveled (millions),2016,31449
Utah,Vehicles,2016,2317282
Utah,Licensed drivers,2016,1960366
Utah,Transit Ridership,2012,46940009
Utah,Highway Fatalities,2012,217
Utah,Highway use of gasoline (thousand gallons),2012,1036479
Utah,Highway vehicle-miles traveled (millions),2012,26527.83436
Utah,Vehicles,2012,1981340
Utah,Licensed drivers,2012,1788822
Utah,Transit Ridership,2015,50973476
Utah,Highway Fatalities,2015,278
Utah,Highway use of gasoline (thousand gallons),2015,1043907
Utah,Highway vehicle-miles traveled (millions),2015,29603.66349
Utah,Vehicles,2015,2229193
Utah,Licensed drivers,2015,1913564
Utah,Transit Ridership,2013,48680490
Utah,Highway Fatalities,2013,220
Utah,Highway use of gasoline (thousand gallons),2013,1057660
Utah,Highway vehicle-miles traveled (millions),2013,27005.47607
Utah,Vehicles,2013,2060510
Utah,Licensed drivers,2013,1661219
Utah,Transit Ridership,2014,50595715
Utah,Highway Fatalities,2014,256
Utah,Highway use of gasoline (thousand gallons),2014,1114217
Utah,Highway vehicle-miles traveled (millions),2014,27554.41929
Utah,Vehicles,2014,2150570
Utah,Licensed drivers,2014,1425703
Vermont,Transit Ridership,2021,2656821
Vermont,Highway use of gasoline (thousand gallons),2021,262557
Vermont,Highway vehicle-miles traveled (millions),2021,6625.05499
Vermont,Vehicles,2021,614340
Vermont,Licensed drivers,2021,469624
Vermont,Transit Ridership,2020,4634165
Vermont,Highway Fatalities,2020,62
Vermont,Highway use of gasoline (thousand gallons),2020,236701
Vermont,Highway vehicle-miles traveled (millions),2020,6006.9751
Vermont,Vehicles,2020,607890
Vermont,Licensed drivers,2020,460871
Vermont,Transit Ridership,2022,3774858
Vermont,Highway use of gasoline (thousand gallons),2022,259758
